Standard Number,Standard Name,YEAR,PUBLISHER,Price,Description,Currency,Image_URL,Updated_At,Discount,Visible
DIN EN 15091:2025-11,Sanitary tapware - Electronic opening and closing sanitary tapware (includes Corrigendum :2025),2025-11,DIN,232.34,Draw-off taps*Electronic equipment*Valves,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15115:2025-11,Textile floor coverings - Determination of sensitivity to spilled water,2025-11,DIN,78.41,Floor coverings*Sensitivity*Water,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15152:2024-02,Railway applications - Windscreens for trains (includes Amendment :2023),2024-02,DIN,241.21,Cockpits*Driver's cabs*Railway applications*Windows,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15154-1:2026-02,Emergency safety showers - Part 1: Plumbed-in body showers for laboratories,2026-02,DIN,123.74,Emergency safety showers*Laboratory furniture*Showers,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15154-2:2026-02,Emergency safety showers - Part 2: Plumbed-in eyewash units,2026-02,DIN,111.96,Emergency safety showers*Laboratory furniture*Showers,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15167-2:2024-09,"Ground granulated blast furnace slag for use in concrete, mortar and grout - Part 2: Assessment and verification of constancy of performance",2024-09,DIN,135.23,Concrete aggregates*Concretes*Granulated blast furnace slags*Mortars,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15180:2025-05,Food processing machinery - Food depositors - Safety and hygiene requirements,2025-05,DIN,224.11,Hygiene*Provision industry*Safety,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15185:2024-02,Furniture - Assessment of the surface resistance to abrasion,2024-02,DIN,145.79,Furniture*Strength of materials*Surfaces*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15186:2024-05,Furniture - Assessment of the surface resistance to scratching,2024-05,DIN,145.79,Furniture*Strength of materials*Surfaces*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15187:2024-09,Furniture - Assessment of the effect of light exposure,2024-09,DIN,123.74,Furniture*Light resisting*Surfaces,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15191:2025-09,Precast concrete products - Classification of glassfibre reinforced concrete performance,2025-09,DIN,100.93,Concretes*Glass fibre concretes*Precast concrete parts,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15194:2024-03,Cycles - Electrically power assisted cycles - EPAC Bicycles (includes Amendment :2023),2024-03,DIN,367.48,Cycles*Electric motors*Safety,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15220:2025-09,Railway applications - Brake indicators,2025-09,DIN,145.79,Braking systems*Indicators*Railway vehicles,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15227:2025-01,Railway applications - Crashworthiness requirements for rail vehicles (includes Amendment :2024),2025-01,DIN,224.11,Accident prevention*Railway applications*Railway vehicles*Safety requirements*Waggon boxes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15266:2025-02,"Stainless steel pliable corrugated tubing kits for gas installation pipework with an operating pressure up to 0,2 MPa (2 bar)",2025-02,DIN,204.86,Buildings*Gas pipes*Pipelines,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15267-3:2024-09,Air quality - Assessment of air quality monitoring equipment - Part 3: Performance criteria and test procedures for stationary automated measuring systems for continuous monitoring of emissions from stationary sources,2024-09,DIN,259.16,Air quality*Emission measurement*Measuring equipment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15267-4:2024-09,Air quality - Assessment of air quality monitoring equipment - Part 4: Performance criteria and test procedures for portable automated measuring systems for periodic measurements of emissions from stationary sources,2024-09,DIN,241.21,Air quality*Emission measurement*Measuring equipment,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15269-2:2025-04,"Extended application of test results for fire resistance and/or smoke control for door, shutter and openable window assemblies, including their elements of building hardware - Part 2: Fire resistance of hinged and pivoted steel doorsets",2025-04,DIN,397.29,Fire resistance*Steel doors*Swing doors*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15288-1:2024-10,Swimming pools for public use - Part 1: Safety requirements for design (includes Amendment A1:2024),2024-10,DIN,169.07,Design*Safety requirements*Swimming pools,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15312:2026-06,Free access multi-sports equipment - Safety requirements and test methods,2026-06,DIN,259.16,Safety requirements*Sports equipment*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15313:2024-12,Railway applications - In-service wheelset operation requirements - In-service and off-vehicle wheelset maintenance,2024-12,DIN,343.18,Bogies*Maintenance*Railway applications*Wheelsets,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15316-5:2024-07,"Energy performance of buildings - Method for calculation of system energy requirements and system efficiencies - Part 5: Space heating and DHW storage systems (not cooling), Module M3-7, M8-7; German and English version prEN 15316-5:2024",2024-07,DIN,171.31,Ambient temperatures*Assessment*Auxiliary energy*Building services*Buildings*Construction*Definitions*Drinking water*Efficiency*Energy consumption*Energy demands*Energy performance*Energy Performance of Buildings*EPB*Heat distribution*Heat engineering*Heat loss*Heat supply*Heated systems*Heating energy*Heating equipment*Heating installations*Hot water*Hot water heating systems*Hot water preparation plants*Hot-water central heating*Mathematical calculations*Methods of calculation*Potable water*Service installations in buildings*Space-heating systems*Temperature distribution*Thermal comfort*Thermal environment systems*Thermal output*Warm water*Warm water supply*Waste heat recovery*Water distribution*Water pipelines*Water storage tanks*Water supply,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15328:2024-06,Railway applications - Braking - Brake pads (includes Amendment :2024),2024-06,DIN,295.98,Brake linings*Brakes*Railway applications,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15330-4:2025-12,"Surfaces for sports areas - Synthetic turf and needle-punched surfaces primarily designed for outdoor use - Part 4: Specification for shockpads used with synthetic turf, needle-punch and textile sports surfaces",2025-12,DIN,145.79,Floor coverings*Specification (approval)*Sports facilities,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15338:2024-12,Hardware for furniture - Strength and durability of extension elements and their components,2024-12,DIN,145.79,Furniture*Hardware,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15342:2025-11,Plastics - Recycled plastics - Characterization of polystyrene (PS) recyclates,2025-11,DIN,135.23,Characterisations*Plastics*Polystyrene,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15344:2025-11,Plastics - Recycled plastics - Characterization of Polyethylene (PE) recyclates,2025-11,DIN,135.23,Characterisations*Plastics*Polyethylene,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15345:2025-11,Plastics - Recycled plastics - Characterization of polypropylene (PP) recyclates,2025-11,DIN,123.74,Plastics*Polypropylene,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15346:2024-10,Plastics - Recycled plastics - Characterization of poly(vinyl chloride) (PVC) recyclates,2024-10,DIN,169.07,Characterisations*Plastics*Polyvinyl chloride*Recyclates,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15347-1:2024-10,Plastics - Sorted plastics wastes - Part 1: General characterisation,2024-10,DIN,123.74,Plastics*Recyclates*Special refuses*Wastes,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15348:2024-10,Plastics - Recycled plastics - Characterization of poly(ethylene terephthalate) (PET) recyclates,2024-10,DIN,157.29,Characterisations*Plastics*Polyethylene terephthalate*Recyclates,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15355:2024-08,Railway applications - Braking - Distributor valves and distributor-isolating devices (includes Amendment :2023),2024-08,DIN,259.16,Brakes*Direction-control valves*Railway applications,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15365:2026-02,Advanced technical ceramics - Mechanical properties of ceramic fibres at high temperature in a non-reactive environment - Determination of creep behaviour by the cold grip method,2026-02,DIN,123.74,Advanced technical ceramics*Creep behaviour*Mechanical properties,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15372:2024-03,"Furniture - Strength, durability and safety - Requirements for non-domestic tables",2024-03,DIN,145.79,Furniture*Safety*Strength of materials*Tables,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15383:2025-12,Plastics piping systems for drainage and sewerage - Glass-reinforced thermosetting plastics (GRP) based on polyester resin (UP) - Manholes and inspection chambers; German and English version prEN 15383:2025,2025-12,DIN,125.79,Access*Access hatchway*Access openings*Definitions*Drainage*Drainage channels*Glass-fibre reinforced plastics*Marking*Materials*Plastic pipelines*Plastic pipes*Polyester resins*Sewage*Specification (approval)*Testing*Underground*Unsaturated polyesters*UP,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15416-1:2026-03,Adhesives for load bearing timber structures other than phenolic and aminoplastic - Test methods - Part 1: Long-term tension load test perpendicular to the bond line at varying climate conditions with specimens perpendicular to the glue line (Glass house test),2026-03,DIN,123.74,Adhesives*Testing*Wood*Wood technology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15416-3:2026-03,Adhesives for load bearing timber structures other than phenolic and aminoplastic - Test methods - Part 3: Creep deformation test at cyclic climate conditions with specimens loaded in bending shear,2026-03,DIN,111.96,Adhesives*Wood*Wood technology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15416-4:2026-03,Adhesives for load bearing timber structures other than phenolic and aminoplastic - Test methods - Part 4: Determination of open assembly time under referenced conditions,2026-03,DIN,90,Adhesives*Testing*Wood*Wood technology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15416-5:2026-03,Adhesives for load bearing timber structures other than phenolic and aminoplastic - Test methods - Part 5: Determination of minimum pressing time under referenced conditions,2026-03,DIN,123.74,Adhesives*Testing*Wood*Wood technology,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15430-1:2025-03,Winter and road service area maintenance equipment - Data acquisition and transmission - Part 1: In-vehicle data acquisition,2025-03,DIN,214.49,Data acquisition*Vehicles*Winter services,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15466-1:2024-05,Primers for cold and hot applied joint sealants - Part 1: Determination of homogeneity,2024-05,DIN,66.64,Homogeneity*Joint sealants*Preconditioning*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15466-2:2024-05,Primers for cold and hot applied joint sealants - Part 2: Determination of resistance against alkali,2024-05,DIN,78.41,Alkali resistance*Joint sealants*Preconditioning*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15466-3:2024-05,Primers for cold and hot applied joint sealants - Part 3: Determination of solids content and evaporation behaviour of volatiles,2024-05,DIN,78.41,Drying*Joint sealants*Preconditioning*Solid content*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15491:2025-05,Ethanol as a blending component for petrol - Determination of total acidity - Colour indicator titration method,2025-05,DIN,78.41,Automotive fuels*Determination of content*Ethanol,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15502-1:2024-08,Gas-fired heating boilers - Part 1: General requirements and tests (includes Amendment A1:2023),2024-08,DIN,582.71,Boilers*Gaseous fuels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15502-2-1:2025-07,"Gas-fired central heating boilers - Part 2-1: Specific standard for type C appliances and type B2, B3 and B5 appliances of a nominal heat input not exceeding 1 000 kW",2025-07,DIN,313.27,Boilers*Gaseous fuels,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15502-2-2:2025-04,Gas-fired central heating boilers - Part 2-2: Specific standard for type B1 appliances,2025-04,DIN,214.49,Boilers*Gaseous fuels*Specification (approval),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15518-3:2024-02,Winter maintenance equipment - Road weather information systems - Part 3: Requirements on measured values of stationary equipment,2024-02,DIN,111.96,Information systems*Roads*Weather watch*Winter services,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15520:2024-09,Thermal spraying - Recommendations for constructional design of components with thermally sprayed coatings,2024-09,DIN,123.74,Coatings*Components*Recommendation*Thermal spraying,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15522-2:2025-07,Oil spill identification - Petroleum and petroleum related products - Part 2: Analytical method and interpretation of results based on GC-FID and GC-low resolution-MS analyses (includes Amendment A1:2025),2025-07,DIN,617.29,Identification*Oil pollution*Verification,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15542:2026-05,"Ductile iron pipes, fittings and accessories - External cement mortar coating for pipes - Requirements and test methods",2026-05,DIN,135.23,Cast-iron*Cement mortar*Fittings*Pipes*Sheathings,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 15553:2025-02,Petroleum products and related materials - Determination of hydrocarbon types - Fluorescent indicator adsorption method (includes Amendment :2024),2025-02,DIN,135.23,Determination of content*Hydrocarbons*Indicators*Petroleum products,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
